assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,1,155,1,35.6,212721,44,0.00,0.00,0.00,0.00,20,0,29.6,202.8,906,0,0,0,0,0,2021/22,45,0,58.0,19,2
1,0,209,0,62.9,212721,44,0.12,0.70,0.58,23.36,26,1,53.4,355.6,1173,0,0,0,0,0,2022/23,45,11,114.0,29,4
