assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,491785,None,,0,0,0,0,0.0,714,298,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harvey,0.0,396,102,0,0,0,0.0,719,296,606,False,0.0,716,294,0,Season-long loan to Hull City,2022-09-02T11:12:46.298693Z,45,427,242,0,0,None,0,,491785.jpg,0.0,726,303,0,0,0,Vale,0.0,757,322,False,None,0,0,u,6,8,0.0,700,290,0,241,0,274,0,0.0,0.0,Vale,0
0,0,47,100,100,2,0.44,212701,None,,0,0,-1,1,22.6,417,211,None,,0,3,-0.5,-0.5,0,0.05,0.01,0.24,0.05,0.19,6.69,1.47,0.04,Denis,0.0,547,206,5,1.1,0,9.2,454,207,616,False,44.6,452,200,409,,2023-01-12T23:30:07.854486Z,49,243,141,0,0,None,0,,212701.jpg,1.9,341,139,0,0,0.0,Zakaria,0.0,558,221,False,None,5,1.1,a,6,8,24.0,413,201,13,9726,0,9099,0,0.0,2.7,Zakaria,0
0,3,61,100,100,1,0.16,54694,None,,0,0,-6,6,59.4,360,51,None,,0,4,-0.3,-0.5,0,0.18,0.03,1.71,0.28,1.53,8.66,1.43,0.25,Pierre-Emerick,0.0,766,86,8,1.32,1,28.5,379,51,617,False,55.0,437,53,546,,2023-03-10T14:30:09.301028Z,84,12,7,0,0,None,0,,54694.jpg,1.7,385,49,0,0,0.0,Aubameyang,0.7,232,41,False,None,5,0.82,a,6,8,177.0,199,47,25,578472,0,557360,0,0.0,3.0,Aubameyang,1
0,0,0,100,25,0,0,122074,None,,0,0,0,0,0.0,565,44,None,,0,1,-0.1,-0.1,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,63,33,0,0,0,0.0,583,61,635,False,0.0,579,61,0,,2023-04-27T00:00:09.265260Z,40,655,40,0,0,None,0,,122074.jpg,0.0,591,61,0,0,0,Bettinelli,0.0,600,64,False,None,0,0,a,6,8,0.0,527,35,0,4627,0,3770,0,0.0,0.0,Bettinelli,0
0,0,2,None,None,0,0.0,503301,None,,0,0,-3,3,1.8,474,229,None,,0,3,-0.5,-0.5,0,0.02,0.08,0.02,0.08,0.00,0.63,2.58,0.0,Omari,0.0,193,22,0,0.0,0,0.7,522,237,653,False,1.0,528,241,22,,None,42,626,332,0,0,None,0,,503301.jpg,1.0,482,213,0,0,0.0,Hutchinson,0.0,691,278,False,None,0,0.0,a,6,8,4.0,461,224,1,1899,0,1561,0,0.0,0.2,Hutchinson,0
0,3,118,None,None,1,0.14,487838,None,,0,0,-2,2,225.8,163,107,None,,0,3,1.3,-0.5,2,1.46,0.2,2.29,0.31,0.83,13.29,1.83,0.11,Lewis,0.0,238,35,11,1.52,0,48.8,291,132,661,False,134.4,362,148,653,,None,43,580,311,0,0,None,0,,487838.jpg,2.1,289,114,0,0,0.0,Hall,0.0,556,220,False,None,8,1.1,a,6,8,127.0,241,132,19,7776,0,4242,0,0.0,4.4,Hall,1
0,0,0,0,0,0,0,461188,None,,0,0,0,0,0.0,700,257,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bashir,0.0,371,200,0,0,0,0.0,705,257,673,False,0.0,701,257,0,Season-long loan to SC Paderborn,2023-01-29T17:39:15.472023Z,45,402,83,0,0,None,0,,461188.jpg,0.0,711,257,0,0,0,Humphreys,0.0,737,258,False,None,0,0,u,6,8,0.0,681,256,0,345,0,429,0,0.0,0.0,Humphreys,0
0,0,8,None,None,0,0.0,520295,None,,0,0,0,0,34.6,397,55,None,,0,4,-0.3,-0.5,0,0.04,0.05,0.61,0.8,0.57,1.72,2.28,0.75,David Datro,0.0,595,39,1,1.32,0,8.0,461,59,684,False,15.2,479,59,68,,None,50,218,59,0,0,None,0,,520295.jpg,1.0,528,67,0,0,0.0,Fofana,0.1,465,68,False,None,1,1.32,a,6,8,30.0,399,62,3,22442,0,17862,0,0.0,0.6,D.D.Fofana,0
0,2,209,100,25,4,0.4,242880,None,,0,0,0,0,49.1,373,128,None,,0,2,0.3,-0.1,0,0.20,0.02,1.46,0.15,1.26,12.31,1.23,0.13,Benoît,0.0,584,243,9,0.9,1,35.1,345,122,689,False,219.8,294,117,904,,2023-05-19T14:00:10.405679Z,50,207,29,0,0,None,0,,242880.jpg,3.6,91,22,0,0,0.0,Badiashile,0.4,290,106,False,None,10,1.0,a,6,8,81.0,306,97,40,203481,0,165341,0,0.0,8.0,Badiashile,2
0,7,126,100,100,2,0.19,428399,4,,0,0,-4,4,136.1,245,37,1,,0,4,2.1,-0.5,1,0.99,0.1,5.60,0.54,4.62,14.18,1.36,0.44,João,0.0,744,78,16,1.54,4,63.1,239,37,690,False,203.6,308,35,936,,2023-01-12T23:30:07.889355Z,71,40,18,0,0,None,0,,428399.jpg,2.8,193,26,1,0,0.0,Félix Sequeira,1.7,149,26,False,None,11,1.06,a,6,8,303.0,123,38,44,910337,0,752888,0,0.0,6.2,João Félix,1
2,0,73,None,None,0,0.0,465920,None,,0,0,-6,6,146.4,231,140,None,,0,3,0.5,-0.5,0,1.26,0.17,3.08,0.42,1.82,10.88,1.51,0.25,Mykhailo,0.0,722,310,10,1.38,0,38.2,335,150,699,False,100.8,382,160,650,,None,64,57,29,0,0,None,0,,465920.jpg,1.7,384,165,0,0,0.0,Mudryk,0.8,211,71,False,None,7,0.97,a,6,8,140.0,232,130,25,571287,0,497936,0,0.0,3.9,Mudryk,1
0,0,0,0,0,0,0,532605,None,,0,0,0,0,0.0,734,313,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrey,0.0,427,127,0,0,0,0.0,739,311,702,False,0.0,738,311,0,Season-long loan to Vasco de Gama,2023-03-07T13:27:32.327905Z,45,458,267,0,0,None,0,,532605.jpg,0.0,743,315,0,0,0,Nascimento dos Santos,0.0,755,320,False,None,0,0,u,6,8,0.0,724,308,0,445,0,405,0,0.0,0.0,Andrey Santos,0
0,2,105,None,None,0,0.0,248857,None,,0,0,-1,1,170.8,211,130,None,,0,3,2.5,-0.5,3,0.72,0.1,1.62,0.23,0.90,13.11,1.85,0.13,Noni,0.0,663,277,13,1.83,1,55.0,268,121,708,False,153.8,342,140,639,,None,54,130,68,0,0,None,0,,248857.jpg,2.2,281,110,0,0,0.0,Madueke,0.1,398,141,False,None,7,0.99,a,6,8,224.0,167,101,26,35271,0,20008,0,0.0,4.8,Madueke,0
2,1,265,100,100,3,0.17,448047,None,,0,0,0,0,334.3,109,80,4,,0,3,1.1,-0.5,2,2.64,0.15,3.42,0.2,0.78,24.91,1.45,0.05,Enzo,0.0,589,230,25,1.45,0,72.6,214,106,724,False,315.8,218,91,1547,,2023-02-03T02:30:09.546920Z,50,212,119,0,0,None,0,,448047.jpg,2.3,263,99,0,0,0.0,Fernández,0.8,209,70,False,None,18,1.05,a,6,8,74.0,317,160,42,320254,0,240392,0,0.0,8.4,Enzo,3
0,0,0,None,None,0,0,447107,None,,0,0,0,0,0.0,589,56,None,,0,1,1.1,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,93,45,0,0,0,0.0,607,73,771,False,0.0,603,73,0,,None,40,685,52,0,0,None,0,,447107.jpg,0.0,616,73,0,0,0,Wady,0.0,766,84,False,None,0,0,a,6,8,0.0,554,47,0,75,0,13,0,0.0,0.0,Wady,0
0,0,0,None,None,0,0,514280,None,,0,0,0,0,0.0,611,228,None,,0,2,0.9,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,117,65,0,0,0,0.0,628,229,775,False,0.0,624,230,0,,None,40,709,219,0,0,None,0,,514280.jpg,0.0,637,231,0,0,0,Gilchrist,0.0,767,262,False,None,0,0,a,6,8,0.0,577,222,0,72,0,5,0,0.0,0.0,Gilchrist,0
0,0,129,100,100,2,0.25,437742,None,,0,0,-2,2,57.2,362,187,None,,0,3,0.0,0.0,0,0.18,0.02,0.35,0.04,0.17,8.12,1.0,0.02,Albert,0.0,235,33,8,0.99,0,17.6,418,187,18,False,98.4,387,163,728,,2023-03-11T21:30:08.347478Z,43,577,309,0,0,None,0,,437742.jpg,1.5,409,176,0,0,0.0,Sambi Lokonga,0.2,356,124,False,None,8,0.99,a,7,31,20.0,422,207,23,38990,0,53783,0,0.0,5.3,Sambi,2
0,10,484,100,100,6,0.22,40836,None,,0,0,-1,1,0.0,644,72,None,,1,1,0.0,0.0,0,0.01,0.0,0.01,0.0,0.00,38.20,1.41,0.0,Vicente,0.0,247,61,34,1.26,0,66.8,230,14,152,False,668.4,57,14,2430,,2023-04-07T13:30:06.811754Z,44,473,19,0,0,None,0,,40836.jpg,3.7,78,16,0,85,3.15,Guaita,1.4,163,23,False,None,27,1.0,a,7,31,0.0,618,63,99,542689,0,551835,0,0.0,22.5,Guaita,1
0,1,50,100,0,0,0.0,49413,None,,0,0,-1,1,1.1,483,176,None,,2,2,0.0,0.0,0,0.00,0.0,0.81,0.22,0.81,9.99,2.68,0.22,James,0.0,25,13,10,2.69,1,14.6,430,152,153,False,90.0,397,153,335,,2023-05-04T11:00:08.964262Z,39,731,236,0,0,None,0,,49413.jpg,1.3,441,155,1,0,0.0,Tomkins,0.8,210,76,False,None,3,0.81,a,7,31,54.0,345,121,8,175559,0,197479,0,0.0,2.1,Tomkins,1
0,0,13,100,100,0,0.0,50471,None,,0,0,-2,2,2.0,472,228,None,,0,3,0.2,0.0,1,0.00,0.0,0.00,0.0,0.00,0.41,0.74,0.0,James,0.0,490,167,0,0.0,0,1.7,500,223,154,False,14.8,481,214,50,,2023-05-04T11:00:08.985807Z,48,259,154,0,0,None,0,,50471.jpg,1.0,521,242,0,0,0.0,McArthur,0.0,696,282,False,None,0,0.0,a,7,31,0.0,738,318,4,1097,0,1986,0,0.0,0.8,McArthur,0
0,0,0,0,0,0,0,54861,None,,0,0,0,0,0.0,774,91,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Christian,0.0,665,53,0,0,0,0.0,774,91,155,False,0.0,774,91,0,Transferred to D.C. United,2022-08-10T10:33:52.348630Z,55,104,38,0,0,None,0,,54861.jpg,0.0,774,91,0,0,0,Benteke,0.1,417,63,False,None,0,0,u,7,31,0.0,773,91,0,3358,0,81273,0,0.0,0.0,Benteke,0
0,5,403,100,100,8,0.32,55494,None,,0,0,-1,1,172.5,208,50,None,,1,2,4.0,0.0,2,0.83,0.03,1.95,0.07,1.12,32.15,1.28,0.04,Joel,0.0,249,143,35,1.4,1,73.5,206,59,156,False,446.6,141,49,2253,,2023-02-11T00:30:08.857316Z,44,475,90,0,0,None,0,,55494.jpg,2.8,183,62,0,0,0.0,Ward,0.4,282,102,False,None,24,0.96,a,7,31,114.0,256,70,78,98084,0,79513,0,0.0,17.7,Ward,6
0,0,246,100,100,3,0.16,57328,None,,0,0,0,0,124.9,253,67,None,,0,2,0.0,0.0,0,0.60,0.03,0.60,0.03,0.00,26.26,1.44,0.0,Nathaniel,0.0,311,176,23,1.26,0,33.6,352,125,157,False,203.6,307,121,1638,,2023-04-14T14:30:07.072449Z,45,342,59,0,0,None,0,,57328.jpg,2.0,318,119,0,0,0.0,Clyne,0.1,406,152,False,None,19,1.04,a,7,31,8.0,446,165,44,23422,0,32002,0,0.0,9.8,Clyne,3
0,0,80,100,0,2,0.36,66975,4,,0,0,-3,3,43.6,376,194,3,,0,3,0.0,0.0,0,0.20,0.04,0.54,0.1,0.34,7.80,1.4,0.06,Luka,0.0,157,7,7,1.26,0,12.7,437,197,158,False,69.2,421,181,500,,2023-05-12T15:00:08.764253Z,42,590,317,0,0,2,0,,66975.jpg,1.3,443,193,0,0,0.0,Milivojevic,0.3,327,112,False,None,5,0.9,a,7,31,17.0,428,209,23,58191,0,95373,0,0.0,5.5,Milivojevic,2
3,4,332,None,None,8,0.27,80146,None,,0,0,-3,3,468.2,67,56,None,,2,3,3.8,0.0,2,2.52,0.08,5.65,0.18,3.13,41.13,1.37,0.1,Jordan,0.0,613,246,41,1.36,4,140.3,78,56,159,False,494.4,119,51,2708,,None,52,156,85,0,0,None,0,,80146.jpg,2.7,200,77,0,0,0.0,Ayew,0.4,288,96,False,None,31,1.03,a,7,31,439.0,79,51,104,101259,0,96163,0,0.0,20.0,J.Ayew,5
2,6,216,100,0,5,0.2,82403,None,,0,0,2,-2,384.8,93,72,None,,0,3,0.0,0.0,0,2.95,0.12,9.27,0.37,6.32,33.24,1.31,0.25,Wilfried,0.0,745,321,34,1.34,7,169.4,50,36,160,False,465.4,132,56,2289,,2023-05-13T17:30:09.396934Z,72,32,16,0,2,1,0,,82403.jpg,3.5,110,48,0,0,0.0,Zaha,6.7,57,19,False,None,27,1.06,a,7,31,848.0,26,15,95,3982990,0,4227358,0,0.0,13.2,Zaha,5
2,2,324,100,0,9,0.32,86417,None,,0,0,-3,3,257.6,146,100,None,,0,3,0.0,0.0,0,1.11,0.04,4.08,0.15,2.97,37.03,1.32,0.11,Jeffrey,0.0,462,147,38,1.35,3,97.9,139,86,161,False,404.6,172,69,2528,,2023-05-12T15:00:08.782884Z,47,300,180,0,0,None,0,,86417.jpg,2.6,209,79,0,0,0.0,Schlupp,0.1,434,157,False,None,30,1.07,a,7,31,314.0,117,74,89,26289,0,35429,0,0.0,18.9,Schlupp,7
1,3,152,100,100,1,0.11,108413,3,,0,0,-2,2,107.4,286,159,None,,0,3,1.5,0.0,10,0.63,0.07,0.97,0.11,0.34,13.05,1.43,0.04,Will,0.0,499,172,11,1.2,1,37.4,338,151,163,False,190.4,319,132,822,,2023-03-10T13:30:08.876197Z,48,268,159,0,0,None,0,,108413.jpg,1.5,416,180,0,0,0.0,Hughes,0.0,597,235,False,None,7,0.77,a,7,31,78.0,312,157,41,2029,0,4082,0,0.0,8.5,Hughes,4
0,0,19,None,None,0,0.0,173954,None,,0,0,-3,3,2.6,467,225,None,,0,3,0.2,0.0,1,0.01,0.02,0.05,0.08,0.04,0.93,1.4,0.06,Jairo,0.0,168,11,0,0.0,0,1.5,503,225,164,False,9.8,490,219,60,,None,42,601,321,0,0,None,0,,173954.jpg,1.0,477,210,0,0,0.0,Riedewald,0.0,525,201,False,None,0,0.0,a,7,31,4.0,458,221,6,7021,0,9954,0,0.0,1.4,Riedewald,0
0,1,483,100,100,8,0.26,174874,None,,0,0,0,0,163.4,216,54,None,,0,2,2.2,0.0,2,1.04,0.03,2.91,0.09,1.87,36.23,1.17,0.06,Joachim,0.0,330,187,37,1.2,1,109.8,112,18,165,False,658.8,62,17,2782,,2023-04-26T08:30:07.682408Z,45,361,70,2,0,None,0,,174874.jpg,2.5,228,85,0,0,0.0,Andersen,1.6,151,52,False,None,32,1.04,a,7,31,273.0,140,16,80,483880,0,577385,0,0.0,17.8,Andersen,8
2,5,225,100,100,5,0.25,199670,None,,0,0,-5,5,238.7,152,20,None,,0,4,2.8,0.0,2,0.80,0.04,4.94,0.25,4.14,24.19,1.22,0.21,Odsonne,0.0,575,35,25,1.26,5,113.2,109,19,166,False,351.6,206,20,1788,,2023-04-09T23:00:08.523466Z,50,198,55,0,0,3,0,,199670.jpg,2.3,262,35,0,0,0.0,Edouard,2.0,134,22,False,None,20,1.01,a,7,31,552.0,55,22,82,877397,0,993269,0,0.0,16.4,Edouard,3
0,2,623,100,100,9,0.24,209036,None,,0,0,0,0,145.5,232,58,None,,0,2,2.5,0.0,2,0.82,0.02,2.28,0.06,1.46,46.47,1.26,0.04,Marc,0.0,337,192,46,1.24,1,106.7,118,20,167,False,705.0,47,10,3330,,2022-11-12T18:00:07.485433Z,45,368,75,1,0,None,0,,209036.jpg,2.6,206,74,0,0,0.0,Guéhi,2.5,121,44,False,None,37,1.0,a,7,31,213.0,176,25,95,674953,0,591725,0,0.0,21.1,Guéhi,8
0,3,96,None,None,3,0.36,231747,None,,0,0,-4,4,71.4,340,50,None,,0,4,0.2,0.0,1,0.16,0.02,3.60,0.43,3.44,13.49,1.62,0.41,Jean-Philippe,0.0,608,40,10,1.2,2,42.5,318,45,168,False,119.8,368,44,748,,None,51,178,53,0,0,None,0,,231747.jpg,1.4,436,55,0,0,0.0,Mateta,0.3,308,49,False,None,6,0.72,a,7,31,247.0,152,44,41,101117,0,148283,0,0.0,8.0,Mateta,3
5,21,580,None,None,9,0.31,232413,2,,0,0,2,-2,833.6,20,17,1,,4,3,8.0,0.0,2,2.92,0.1,10.17,0.35,7.25,32.64,1.12,0.25,Eberechi,0.0,697,296,35,1.2,10,217.0,26,18,169,False,702.6,48,20,2631,,None,57,85,47,0,0,None,0,,232413.jpg,4.2,39,18,0,0,0.0,Eze,12.8,34,11,False,None,30,1.03,a,7,31,635.0,40,25,159,2768543,0,1474235,0,0.0,27.9,Eze,3
2,7,476,100,100,8,0.25,244723,None,,0,0,-1,1,260.3,144,29,None,,1,2,3.0,0.0,2,1.25,0.04,1.87,0.06,0.62,42.90,1.34,0.02,Tyrick,0.0,290,170,40,1.25,0,89.0,162,38,170,False,485.0,123,42,2889,,2023-02-18T21:30:07.978116Z,44,516,117,0,0,None,0,,244723.jpg,2.6,203,73,1,0,0.0,Mitchell,1.0,192,67,False,None,34,1.06,a,7,31,141.0,230,51,93,229971,0,220180,0,0.0,21.1,Mitchell,5
11,15,517,100,100,8,0.26,443661,1,,0,0,-2,2,1115.0,8,6,2,,2,3,3.8,0.0,6,6.42,0.21,9.29,0.3,2.87,37.03,1.21,0.09,Michael,0.0,647,270,38,1.25,2,225.6,22,14,171,False,652.4,66,26,2743,,2022-08-01T17:30:04.743028Z,53,154,84,0,0,None,0,,443661.jpg,3.6,92,40,0,0,0.0,Olise,1.8,141,50,False,None,31,1.02,a,7,31,484.0,66,42,132,589134,0,416514,0,0.0,24.9,Olise,2
0,0,0,0,0,0,0,450542,None,,0,0,0,0,0.0,696,287,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jesurun,0.0,367,86,0,0,0,0.0,701,285,172,False,0.0,697,282,0,Season-long loan to Charlton,2022-08-12T14:22:11.539147Z,45,398,226,0,0,None,0,,450542.jpg,0.0,707,291,0,0,0,Rak-Sakyi,0.0,681,272,False,None,0,0,u,7,31,0.0,677,276,0,241,0,3866,0,0.0,0.0,Rak-Sakyi,0
0,0,9,0,0,0,0.0,450535,None,,0,0,-3,3,0.9,487,233,None,,0,3,0.0,0.0,0,0.01,0.03,0.01,0.03,0.00,0.18,0.52,0.0,Malcolm,0.0,187,16,1,2.9,0,0.9,514,232,173,False,3.4,515,234,31,Season-long loan to Hull City,2023-01-20T13:07:04.030779Z,42,620,326,0,0,None,0,,450535.jpg,1.0,480,211,0,0,0.0,Ebiowei,0.2,364,127,False,None,0,0.0,u,7,31,4.0,459,222,3,73938,0,79156,0,0.0,0.7,Ebiowei,0
0,0,0,100,0,0,0,232423,None,,0,0,-1,1,0.0,547,196,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathan,0.0,39,20,0,0,0,0.0,567,197,174,False,0.0,563,198,0,,2022-08-11T16:30:05.407855Z,39,745,243,0,0,None,0,,232423.jpg,0.0,575,198,0,0,0,Ferguson,0.2,390,147,False,None,0,0,a,7,31,0.0,507,185,0,31964,0,47339,0,0.0,0.0,Ferguson,0
0,5,159,100,100,3,0.33,101982,None,,0,0,-1,1,0.0,647,73,None,,2,1,2.5,0.0,3,0.00,0.0,0.00,0.0,0.00,8.81,0.98,0.0,Sam,0.0,256,62,10,1.11,0,17.8,416,27,175,False,177.4,327,27,810,,2023-02-23T10:00:09.118172Z,44,482,20,0,0,None,0,,101982.jpg,4.0,52,12,0,26,2.89,Johnstone,1.1,183,29,False,None,9,1.0,a,7,31,0.0,621,64,36,181676,0,80492,0,0.0,8.2,Johnstone,1
0,0,0,0,0,0,0,169593,None,,0,0,0,0,0.0,568,46,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Remi,0.0,67,35,0,0,0,0.0,586,63,495,False,0.0,582,63,0,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,659,42,0,0,None,0,,169593.jpg,0.0,594,63,0,0,0,Matthews,0.0,646,68,False,None,0,0,u,7,31,0.0,530,37,0,0,0,2895,0,0.0,0.0,Matthews,0
0,0,0,0,0,0,0,450541,None,,0,0,0,0,0.0,695,75,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,366,11,0,0,0,0.0,700,76,496,False,0.0,696,75,0,Joined RWD Molenbeek on loan - Expected back 01 Jul,2022-08-26T23:30:06.261539Z,45,397,72,0,0,None,0,,450541.jpg,0.0,706,76,0,0,0,Plange,0.2,351,56,False,None,0,0,u,7,31,0.0,676,74,0,18888,0,136686,0,0.0,0.0,Plange,0
3,3,411,100,100,7,0.23,438464,None,,0,0,0,0,353.7,102,75,None,,0,3,2.2,0.0,2,1.22,0.04,2.67,0.09,1.45,40.18,1.31,0.05,Cheick,0.0,587,228,41,1.33,0,99.8,134,83,514,False,475.0,129,55,2770,,2023-03-04T18:00:08.878516Z,50,210,117,0,0,None,0,,438464.jpg,2.2,280,109,1,0,0.0,Doucouré,0.1,439,159,False,None,34,1.1,a,7,31,167.0,207,122,74,23178,0,29366,0,0.0,14.8,C.Doucouré,8
0,0,83,100,100,1,0.2,427623,None,,0,0,-1,1,15.3,436,155,None,,0,2,0.0,0.0,0,0.05,0.01,0.76,0.15,0.71,11.19,2.27,0.14,Chris,0.0,293,171,11,2.23,0,13.2,434,156,530,False,92.4,393,151,443,,2023-03-30T15:30:10.576979Z,44,519,118,0,0,None,0,,427623.jpg,1.4,430,152,0,0,0.0,Richards,0.1,510,188,False,None,4,0.81,a,7,31,26.0,407,148,13,3616,0,8009,0,0.0,3.0,Richards,0
0,0,28,None,None,0,0.0,487818,None,,0,0,0,0,0.0,606,63,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,2.07,1.04,0.0,Joseph,0.0,111,52,5,2.5,0,4.2,477,36,590,False,41.8,456,36,180,,None,40,703,59,0,0,None,0,,487818.jpg,1.5,404,37,0,5,2.5,Whitworth,0.1,419,50,False,None,2,1.0,a,7,31,0.0,571,54,3,17599,0,13834,0,0.0,0.8,Whitworth,0
0,0,0,None,None,0,0,530318,None,,0,0,0,0,0.0,730,310,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaden,0.0,422,123,0,0,0,0.0,736,309,601,False,0.0,734,308,0,,None,45,453,263,0,0,None,0,,530318.jpg,0.0,740,313,0,0,0,Rodney,0.0,633,254,False,None,0,0,a,7,31,0.0,720,305,0,2935,0,2518,0,0.0,0.0,Rodney,0
0,0,0,0,0,0,0,532135,None,,0,0,0,0,0.0,732,311,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Killian,0.0,425,125,0,0,0,0.0,738,310,604,False,0.0,737,310,0,Season-long loan to Shrewsbury Town,2023-01-12T12:00:24.935780Z,45,456,265,0,0,None,0,,532135.jpg,0.0,742,314,0,0,0,Phillips,0.0,604,240,False,None,0,0,u,7,31,0.0,723,307,0,4646,0,4282,0,0.0,0.0,Phillips,0
0,0,0,0,0,0,0,461382,None,,0,0,0,0,0.0,702,79,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,John-Kymani,0.0,374,15,0,0,0,0.0,707,80,634,False,0.0,703,79,0,Season-long loan to Carlisle United,2023-01-14T20:38:41.309378Z,45,405,76,0,0,None,0,,461382.jpg,0.0,713,80,0,0,0,Gordon,0.1,457,66,False,None,0,0,u,7,31,0.0,684,78,0,31769,0,29406,0,0.0,0.0,Gordon,0
0,0,0,None,None,0,0,422287,None,,0,0,0,0,0.0,584,210,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kofi,0.0,85,42,0,0,0,0.0,602,211,642,False,0.0,598,212,0,,None,40,677,196,0,0,None,0,,422287.jpg,0.0,611,213,0,0,0,Balmer,0.1,497,183,False,None,0,0,a,7,31,0.0,547,201,0,9124,0,6500,0,0.0,0.0,Balmer,0
0,0,0,None,None,0,0,515496,None,,0,0,0,0,0.0,615,64,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Owen,0.0,121,53,0,0,0,0.0,632,80,644,False,0.0,628,80,0,,None,40,713,60,0,0,None,0,,515496.jpg,0.0,641,80,0,0,0,Goodman,0.0,626,65,False,None,0,0,a,7,31,0.0,581,55,0,3448,0,2650,0,0.0,0.0,Goodman,0
0,0,0,None,None,0,0,515503,None,,0,0,0,0,0.0,725,306,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,415,117,0,0,0,0.0,731,305,654,False,0.0,729,304,0,,None,45,446,257,0,0,None,0,,515503.jpg,0.0,735,309,0,0,0,Wells-Morrison,0.0,719,295,False,None,0,0,a,7,31,0.0,714,300,0,819,0,628,0,0.0,0.0,Wells-Morrison,0
0,0,3,None,None,0,0.0,531989,None,,0,0,0,0,0.8,492,236,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,David,0.0,424,124,0,0.0,0,0.1,542,249,676,False,0.0,736,309,1,,None,45,455,264,0,0,None,0,,531989.jpg,1.0,514,236,0,0,0.0,Ozoh,0.0,733,303,False,None,0,0.0,a,7,31,0.0,722,306,1,625,0,437,0,0.0,0.2,Ozoh,0
0,0,20,100,100,0,0.0,466117,None,,0,0,0,0,13.2,440,218,None,,0,3,0.0,0.0,1,0.02,0.02,0.17,0.18,0.15,1.83,1.89,0.16,Naouirou,0.0,379,92,2,2.07,0,3.0,488,218,725,False,7.4,497,223,87,,2023-05-04T11:00:10.337927Z,45,410,232,0,0,None,0,,466117.jpg,0.9,536,252,0,0,0.0,Ahamada,0.0,708,290,False,None,0,0.0,a,7,31,14.0,432,212,7,999,0,686,0,0.0,1.6,Ahamada,1
0,0,0,None,None,0,0,501468,None,,0,0,0,0,0.0,610,227,None,,0,2,1.4,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tayo,0.0,116,64,0,0,0,0.0,627,228,766,False,0.0,623,229,0,,None,40,708,218,0,0,None,0,,501468.jpg,0.0,636,230,0,0,0,Adaramola,0.0,743,259,False,None,0,0,a,7,31,0.0,576,221,0,195,0,12,0,0.0,0.0,Adaramola,0
